cloneId	symbol	pDNA.p0.10025	pDNA.p0.10025_10056	pDNA.p0.110625	pDNA.p0.110709	pDNA.p0.110709_10056	pDNA.p0.54_10051	HPAFII_PANCREAS.p5.A	HPAFII_PANCREAS.p5.B	HPAFII_PANCREAS.p5.C	HPAFII_PANCREAS.p5.D
TRCN0000019397	SCML2	50	48	52	66	61	60	7	1	6	31
TRCN0000019688	ZNF281	10	9	7	7	9	10	5	3	1	12
TRCN0000021242	MECP2	18	16	14	16	15	18	4	9	3	3
TRCN0000029701	ERGIC2	8	8	9	9	10	10	1	1	1	1
TRCN0000045487	PAPSS2	14	18	12	16	14	19	31	16	23	29
TRCN0000003721	ERCC8	8	8	6	7	7	10	2	1	2	5
TRCN0000004279	FBXL2	39	38	25	18	40	40	42	31	32	29
TRCN0000001374	MAPK4	16	15	20	15	15	15	32	15	35	30
TRCN0000033430	TGFBR3	14	15	15	14	13	15	2	2	1	1
TRCN0000033987	LOC83459	9	8	11	9	7	9	2	1	4	2
TRCN0000034810	B3GNT5	14	16	12	13	14	16	32	17	13	4
TRCN0000043758	KCTD14	14	16	14	16	17	19	44	12	8	10
TRCN0000053487	LTBP3	27	31	21	30	29	30	84	66	68	77
TRCN0000056835	NFKBIE	7	8	10	7	6	8	2	1	5	3
TRCN0000057174	C7	16	17	25	17	18	19	6	7	6	6
TRCN0000002245	NTRK2	18	17	24	20	21	20	88	44	31	5
TRCN0000002272	STK32B	7	7	9	8	8	7	2	1	1	4
TRCN0000002365	TLK2	10	10	8	7	9	12	16	4	16	6
TRCN0000003299	ESR1	9	8	6	7	7	8	5	9	5	6
TRCN0000003529	C1R	9	9	17	11	11	9	4	1	7	2
TRCN0000009931	TRPV5	7	7	6	8	7	7	3	1	1	6
TRCN0000000394	MET	16	17	15	17	16	17	13	9	15	8
TRCN0000006411	EPHA3	23	24	17	23	23	22	70	53	48	36
TRCN0000006674	ADAM10	4	4	4	3	3	4	1	3	11	2
TRCN0000007353	BAG6	27	30	36	27	28	25	2	7	20	1
TRCN0000007629	BRAP	28	28	29	32	32	34	8	27	17	10
TRCN0000013413	TCEAL1	14	13	10	12	12	12	10	21	105	21
TRCN0000013560	ZFHX3	14	15	14	13	13	14	12	8	32	12
TRCN0000013780	DMRT1	16	16	24	18	17	17	5	1	2	1
TRCN0000014165	TAS2R9	11	11	6	11	11	11	12	9	11	13
TRCN0000014426	P2RY8	13	13	17	16	13	16	14	10	16	1
TRCN0000014579	ILF3	11	12	13	10	10	11	1	1	1	4
TRCN0000014677	ZNF14	18	18	21	16	16	15	4	7	3	6
TRCN0000015565	TCF21	28	28	17	29	28	28	17	27	18	44
TRCN0000015937	METTL14	30	31	24	31	30	34	90	49	45	113
TRCN0000016589	ZNF649	17	17	12	17	15	15	13	14	86	21
TRCN0000016946	BHLHE41	26	26	27	25	25	28	16	12	17	9
TRCN0000018116	BACH2	12	13	13	13	13	13	3	2	30	5
TRCN0000018555	SOX17	13	6	20	18	5	16	17	76	64	45
TRCN0000019012	HMGB2	28	29	19	34	31	32	55	132	93	105
TRCN0000019135	GABPB1	25	24	31	27	26	29	1	2	1	3
TRCN0000019537	ZNF555	21	20	35	25	23	22	2	1	3	4
TRCN0000019641	NCOA2	9	7	6	7	7	9	16	50	27	28
TRCN0000019795	HOXD12	13	12	17	13	11	13	14	5	10	42
TRCN0000022390	RNF181	15	16	23	16	17	17	36	41	44	22
TRCN0000022418	ASPSCR1	6	6	5	8	7	6	4	4	6	4
TRCN0000029125	VDAC1	12	12	9	14	13	14	10	8	18	16
TRCN0000029187	RAB11B	17	17	21	19	19	20	1	1	1	1
TRCN0000029525	TPM3	17	16	19	18	18	19	1	1	2	1
TRCN0000029653	ITGA5	19	18	18	16	17	19	24	34	12	40
TRCN0000033290	PIK3R3	17	16	23	18	18	18	13	12	4	4
TRCN0000033442	JAG1	25	23	18	17	23	31	4	24	5	7
TRCN0000033556	HRK	40	27	61	28	35	43	16	12	6	24
TRCN0000033899	IRF2BPL	20	13	14	5	16	28	9	10	23	9
TRCN0000034769	UGT1A6	19	21	30	27	25	24	26	9	17	8
TRCN0000034934	HS2ST1	37	29	71	49	35	48	21	40	52	24
TRCN0000037725	KHK	20	22	23	23	23	23	42	23	34	19
TRCN0000038034	NBL1	24	23	27	25	25	26	21	19	18	16
TRCN0000038457	LOC392145	19	18	17	16	18	19	29	26	31	22
TRCN0000038620	FXYD1	11	10	8	10	10	12	1	19	11	2
TRCN0000040104	RAD50	12	11	14	13	12	12	31	25	36	24
TRCN0000040279	SHANK2	19	20	20	23	21	23	26	29	15	20
TRCN0000043048	OSTalpha	16	18	18	15	15	16	118	142	181	121
TRCN0000042867	SLC30A7	4	5	4	5	5	6	17	1	10	7
TRCN0000043568	SLC28A1	36	39	49	44	44	43	22	30	24	9
TRCN0000044064	CACNB3	11	11	13	13	12	13	14	171	24	16
TRCN0000045510	NADSYN1	9	10	10	10	9	11	2	2	8	8
TRCN0000046270	COX5B	6	5	5	7	5	6	1	1	1	1
TRCN0000047225	ARHGAP20	24	25	16	22	21	27	15	5	22	9
TRCN0000047646	RAB42	16	15	20	15	16	17	3	1	1	1
TRCN0000049327	PPIG	10	10	5	10	9	10	2	2	9	3
TRCN0000049624	MANBA	29	29	6	6	29	34	9	14	6	8
TRCN0000049669	POP5	14	13	10	6	14	14	3	9	8	11
TRCN0000049783	RNASEH1	38	38	36	44	43	49	9	13	58	16
TRCN0000049814	RNASE9	48	49	38	49	46	55	57	105	109	135
TRCN0000050878	EXOSC9	20	20	16	19	19	23	29	23	25	6
TRCN0000051962	NUDT4	23	24	18	24	24	30	19	15	21	17
TRCN0000053599	CGREF1	31	34	30	37	35	39	71	125	148	89
TRCN0000056127	SNED1	19	21	18	21	20	22	36	66	43	18
TRCN0000057951	CCL8	19	21	29	25	23	24	6	2	1	3
TRCN0000059343	MIP	18	18	19	17	17	20	78	56	62	66
TRCN0000060944	PRIC285	8	10	12	10	9	10	10	2	15	9
TRCN0000060908	RAMP2	22	21	30	28	26	29	8	17	1	13
TRCN0000063218	ANTXR1	12	12	13	14	12	16	2	2	1	2
TRCN0000063516	KRTAP13-4	15	16	24	17	17	19	54	5	3	9
TRCN0000063804	AVIL	14	12	13	14	13	17	3	3	5	2
TRCN0000063950	DAB1	16	13	19	18	14	23	2	6	4	16
TRCN0000064975	STX19	32	37	16	16	31	38	89	71	54	62
TRCN0000065008	STX1A	17	17	15	20	18	19	11	41	7	22
TRCN0000072364	HSPB11	29	29	27	32	29	32	25	39	17	21
TRCN0000072487	DLEU2	14	14	11	13	12	13	36	93	21	54
TRCN0000072663	WDR54	23	24	22	24	23	23	22	31	18	30
TRCN0000073117	PCGF5	11	11	9	11	11	13	6	14	3	16
TRCN0000073232	NSMCE1	17	16	23	17	19	20	1	5	2	1
TRCN0000075242	FURIN	9	11	18	9	10	10	4	4	3	1
TRCN0000078092	WDR18	30	29	32	33	31	27	66	82	60	65
TRCN0000078720	RSPH1	26	24	19	23	22	34	11	7	12	16
TRCN0000083432	LAMB1	26	28	19	29	28	33	5	3	5	13
TRCN0000083181	MTTP	21	21	12	21	19	20	14	8	14	10
TRCN0000106979	HIST1H2AG	10	10	9	11	12	11	17	27	3	29
TRCN0000115939	OLFML2B	10	10	6	5	8	11	6	11	8	19
TRCN0000116220	NCRNA00219	8	7	11	9	8	11	1	2	2	1
TRCN0000116647	KATNA1	18	17	18	17	15	20	43	36	85	26
TRCN0000034319	FBXO4	17	13	14	11	14	22	14	25	30	16
TRCN0000042911	SLC5A3	24	24	21	21	23	23	7	3	2	7
TRCN0000052874	INPP5F	23	24	14	23	21	23	7	3	10	6
TRCN0000107800	ZNF805	12	10	6	9	9	10	6	3	6	7
TRCN0000019445	SMAD9	19	17	17	19	18	20	9	8	19	11
TRCN0000050113	HDHD3	17	18	12	14	15	20	4	7	6	5
TRCN0000108132	ZNF23	10	10	13	11	11	11	6	53	17	49
TRCN0000047065	PRSS8	17	18	19	22	21	22	15	27	19	11
TRCN0000078140	PHYHD1	25	24	22	27	28	31	109	63	24	50
TRCN0000107807	SIN3B	6	3	7	5	3	7	10	31	6	17
TRCN0000074763	RPS7	25	20	25	24	21	28	26	9	2	1
TRCN0000037702	NADK	9	9	7	10	9	11	2	6	2	1
TRCN0000116089	RCOR3	9	8	10	8	8	9	10	6	12	10
TRCN0000035762	TPST1	16	14	18	17	15	18	457	131	83	70
TRCN0000038373	SLC16A2	26	29	41	28	26	24	9	6	10	15
TRCN0000344566	VHL	18	20	29	21	20	18	1	1	1	1
TRCN0000000208	PTGER4	16	16	9	11	17	18	10	21	63	11
TRCN0000021466	CDK5	6	6	8	5	6	5	7	9	12	7
TRCN0000072181	NegControl	34	36	26	36	35	37	66	24	27	31
TRCN0000010355	TERF2IP	4	4	6	4	4	4	3	1	3	2
TRCN0000001654	Niacr1	14	15	13	16	14	16	2	1	7	5
TRCN0000001679	CCR2	11	12	10	11	12	11	9	2	5	5
TRCN0000001685	KDR	8	6	7	8	7	9	65	26	74	52
TRCN0000001688	KDR	16	18	19	16	17	16	3	1	1	1
TRCN0000001700	WEE1	8	8	10	5	7	8	3	1	1	3
TRCN0000001720	DAPK2	18	22	19	22	21	22	34	21	9	12
TRCN0000001727	NEK6	15	17	26	19	17	17	2	3	1	1
TRCN0000001752	CAMK1D	6	6	6	6	5	7	2	4	2	71
TRCN0000001789	MAK	10	11	9	11	9	10	5	4	6	1
TRCN0000220119	CTDSPL	34	33	40	32	33	36	25	27	29	82
TRCN0000220121	TAB1	9	8	11	8	9	9	3	1	2	3
TRCN0000220124	TAB1	38	38	55	43	41	38	3	37	13	5
TRCN0000220147	DUSP10	20	21	17	20	20	17	15	17	16	122
TRCN0000001903	DNAJC6	13	13	15	13	12	11	5	18	7	51
TRCN0000001929	TRPV5	13	15	10	18	17	16	3	3	2	2
TRCN0000001930	TRPV5	14	12	17	12	13	15	6	6	3	9
TRCN0000001935	TAOK2	17	18	15	17	18	16	11	6	1	1
TRCN0000001951	SNRK	18	18	18	20	18	19	10	2	3	4
TRCN0000001957	AMHR2	11	11	9	11	10	10	24	11	10	7
TRCN0000001971	DCLK2	13	10	15	16	12	15	2	3	1	5
TRCN0000001984	CAMKK1	11	12	19	14	12	10	10	6	11	11
TRCN0000001989	MAP3K10	14	14	14	18	17	16	9	4	7	10
TRCN0000002000	PDGFRB	7	7	11	8	7	7	2	1	3	1
TRCN0000002008	ITSN1	12	14	11	15	14	14	2	2	4	11
TRCN0000002031	ABL2	15	17	14	17	17	20	5	8	9	11
TRCN0000002049	MORC1	11	10	15	12	11	12	1	1	2	1
TRCN0000002088	ITCH	22	23	27	26	26	21	131	114	53	174
TRCN0000002089	ITCH	32	32	40	35	33	33	10	10	17	26
TRCN0000002097	CDK15	19	22	5	3	17	21	5	21	3	2
TRCN0000002105	SYT14	22	25	22	23	22	22	28	14	9	15
TRCN0000002124	PRKD1	20	20	15	21	19	21	40	40	28	21
TRCN0000002152	ARHGAP29	6	5	9	5	6	13	1	3	1	2
TRCN0000002157	GAK	8	3	18	17	3	15	4	4	9	8
TRCN0000002176	STK3	10	10	9	12	11	12	2	1	1	1
TRCN0000002178	TYRO3	12	12	19	12	12	12	6	2	1	4
TRCN0000002187	MAP4K5	12	12	11	13	12	12	15	15	5	12
TRCN0000002222	MATK	7	6	8	7	8	8	3	6	1	1
TRCN0000002230	PIK3C2A	8	6	7	8	8	11	2	1	1	1
TRCN0000002247	TESK1	13	14	10	7	14	17	5	2	17	10
TRCN0000002258	RIPK3	15	15	26	17	16	17	17	4	13	7
TRCN0000002261	RIPK3	11	11	7	5	11	13	2	3	5	3
TRCN0000002280	MASTL	17	16	15	20	17	19	5	3	2	12
TRCN0000002298	CAMKK2	13	13	16	12	14	15	5	4	4	1
TRCN0000002302	ANKK1	16	12	15	16	13	18	3	2	3	2
TRCN0000002312	NTRK3	12	13	13	11	10	11	24	26	29	41
TRCN0000002319	PLCG2	24	22	20	22	22	24	1	1	2	1
TRCN0000002358	UNC13B	16	17	24	18	18	19	1	2	5	2
TRCN0000002392	YSK4	11	11	8	10	11	10	57	72	51	13
TRCN0000002398	BRSK1	6	7	3	4	6	7	12	3	2	13
TRCN0000002404	MYO3B	12	13	14	13	12	13	12	18	25	15
TRCN0000002435	CDC25C	29	30	27	33	30	36	31	17	17	42
TRCN0000002439	EZH1	18	18	25	18	17	17	18	18	47	14
TRCN0000002468	PPP1R7	15	14	11	9	14	16	1	1	2	1
TRCN0000002531	MECOM	7	8	10	8	8	8	3	5	27	9
TRCN0000002561	PPP1R1A	16	18	12	17	17	16	7	21	6	8
TRCN0000002567	PPP2R1A	24	25	21	24	25	26	36	36	26	46
TRCN0000002597	ACP1	35	35	37	35	35	42	36	64	25	53
TRCN0000002605	DAPP1	99	100	76	106	101	106	187	224	320	314
TRCN0000002607	MTMR8	68	74	67	75	69	74	101	53	95	76
TRCN0000002608	MTMR8	15	15	13	18	14	15	9	3	8	4
TRCN0000002617	RPRD1A	32	33	22	31	28	35	48	95	36	77
TRCN0000002622	HRASLS	25	23	27	26	26	27	19	2	11	8
TRCN0000002625	MTMR14	11	11	10	13	12	10	2	1	2	2
TRCN0000002632	DUSP26	10	12	8	10	10	11	21	36	3	18
TRCN0000002639	PPP1R3B	10	9	8	10	9	9	1	8	45	12
TRCN0000002659	PPP1R14C	12	15	18	16	17	17	76	37	97	53
TRCN0000002701	PPTC7	29	31	19	28	25	25	71	83	58	62
TRCN0000002728	PPM1K	20	23	18	21	20	18	4	10	2	3
TRCN0000002732	ILVBL	23	25	23	24	24	22	11	6	11	3
TRCN0000002736	SIRPD	26	28	21	26	27	26	3	3	4	1
TRCN0000002741	ENPP7	19	21	27	25	23	18	2	4	2	1
TRCN0000002750	PPP3CA	38	43	32	39	37	43	34	72	35	37
TRCN0000002756	PPP3R1	18	18	15	23	22	22	34	41	19	50
TRCN0000002760	PPP4C	20	20	38	25	25	25	1	3	1	1
TRCN0000002768	PPP6C	22	22	39	24	23	21	11	7	21	12
TRCN0000002772	TMPRSS15	25	26	27	26	23	29	4	23	6	5
TRCN0000002827	PTPN9	13	14	5	11	12	14	3	4	1	2
TRCN0000002901	PTPRO	15	15	22	18	16	18	1	2	9	2
TRCN0000002907	PTPRR	16	16	12	14	13	17	75	103	51	88
TRCN0000002915	PTPRZ1	15	14	6	16	15	16	2	3	7	5
TRCN0000002931	DUSP11	5	6	7	7	6	7	28	5	91	6
TRCN0000002933	CILP	23	21	23	23	22	23	3	2	6	4
TRCN0000002953	TNS1	15	17	31	19	17	18	13	9	8	15
TRCN0000002954	TNS1	17	20	21	20	20	19	22	4	24	5
TRCN0000003021	PSTPIP2	12	13	16	17	13	13	8	13	2	6
TRCN0000003026	CCRN4L	3	4	4	4	4	3	2	10	1	1
TRCN0000003046	PTPN18	16	19	16	15	16	17	31	27	14	43
TRCN0000003075	TDP2	8	8	11	8	7	8	10	6	27	79
TRCN0000003090	CPT2	18	18	17	17	14	13	29	31	17	25
TRCN0000003145	PRKAG2	24	26	21	26	24	27	11	30	10	21
TRCN0000003156	LTK	20	21	19	21	20	20	16	7	11	9
TRCN0000003159	RPS6KB1	8	8	9	9	9	8	16	3	8	8
TRCN0000003162	RPS6KB1	15	13	17	16	15	16	6	1	5	2
TRCN0000003189	INSRR	5	6	6	6	5	7	3	1	10	2
TRCN0000003204	HIPK2	15	16	14	13	13	15	3	4	1	2
TRCN0000003211	KIAA1804	28	27	22	22	25	25	61	34	47	52
TRCN0000003227	MLKL	14	13	15	12	10	13	16	27	7	7
TRCN0000003250	PTPRN2	15	13	13	15	15	15	14	59	20	21
TRCN0000003277	STK31	23	23	25	22	21	25	11	9	13	5
TRCN0000003311	CXCL12	13	11	18	15	12	14	16	26	7	15
TRCN0000003341	MMP3	6	5	7	5	5	5	1	1	1	1
TRCN0000003346	VEGFA	11	9	13	13	10	12	6	2	12	3
TRCN0000003348	TNFRSF11A	15	14	15	14	17	16	22	14	24	13
TRCN0000003349	TNFRSF11A	13	15	15	15	15	16	1	1	2	2
TRCN0000003354	MAML1	13	14	14	12	11	13	40	79	15	40
TRCN0000003373	AMFR	12	13	12	15	13	14	3	2	8	15
TRCN0000003387	UBE2D2	13	14	16	12	13	16	6	4	7	7
TRCN0000003397	WWP1	17	16	12	15	16	15	12	16	51	28
TRCN0000003407	UBR2	20	20	15	21	21	20	17	17	5	9
TRCN0000003415	HACE1	17	18	25	19	20	19	10	7	8	1
TRCN0000003444	RNF14	17	17	13	19	18	20	3	9	2	2
TRCN0000003450	RANBP2	17	18	19	18	17	19	5	3	6	13
TRCN0000003453	RANBP2	7	7	10	8	7	8	1	1	1	1
TRCN0000003454	RANBP2	16	16	11	15	14	17	1	1	1	1
TRCN0000003467	RAD18	9	9	6	8	8	9	3	3	10	7
TRCN0000003517	CASP6	10	9	10	10	10	10	7	10	3	17
TRCN0000003553	CASP5	18	19	12	21	17	18	15	19	21	35
TRCN0000003576	CASP8	17	19	24	23	20	17	2	1	3	6
TRCN0000003593	SERPINH1	13	15	14	16	14	15	1	4	1	1
TRCN0000003613	CMA1	18	19	16	19	20	21	29	34	44	10
TRCN0000003650	CTRL	8	9	11	10	8	9	1	4	1	1
TRCN0000003654	CTRL	12	12	9	11	11	11	8	3	9	9
TRCN0000003657	CTSB	9	10	13	12	10	12	3	6	2	1
TRCN0000003667	CTSE	8	9	11	9	9	9	8	2	29	4
TRCN0000003669	CTSG	9	9	12	10	9	7	4	3	2	1
TRCN0000003686	ELANE	12	12	20	16	16	14	48	12	23	11
TRCN0000003687	F2R	6	7	3	7	6	7	6	3	3	2
TRCN0000003700	CTSH	17	18	18	21	20	13	6	4	2	8
TRCN0000003740	APOB	9	10	10	10	11	9	2	1	4	2
TRCN0000003756	TP53	16	17	12	16	15	18	2	2	1	3
TRCN0000003764	NOS2	22	22	28	23	21	19	1	1	1	8
TRCN0000003778	BIRC3	15	17	9	5	16	20	41	35	72	54
TRCN0000003823	BTG1	27	25	39	26	24	26	40	36	69	46
TRCN0000003837	CEBPG	8	7	13	9	9	8	2	1	7	4
TRCN0000003845	CTNNB1	19	18	22	18	18	22	1	1	1	1
TRCN0000003847	EDN1	15	17	14	18	17	18	6	6	9	8
TRCN0000003848	EDN1	27	24	28	29	24	25	6	11	9	16
TRCN0000003861	PCNA	16	16	14	18	16	17	12	1	11	4
TRCN0000003894	PSMA7	19	19	17	22	21	19	4	3	1	5
TRCN0000003896	PSMA7	13	16	13	17	16	16	1	1	1	1
TRCN0000003897	PSMA7	59	61	30	48	46	57	96	109	139	269
TRCN0000003914	PSMB4	16	13	20	20	17	18	1	1	1	1
TRCN0000003919	PSMB5	365	376	278	327	306	143	19	21	16	25
TRCN0000003923	PSMB6	63	65	76	67	63	26	30	15	9	12
TRCN0000003924	PSMB6	25	29	30	26	25	22	1	1	3	2
TRCN0000003963	SIAH1	30	30	34	30	27	33	6	13	28	2
TRCN0000003972	HLTF	16	15	25	19	18	19	3	5	12	7
TRCN0000004000	UBA1	8	9	9	8	9	9	1	1	1	1
TRCN0000004016	UBE2E1	15	19	22	15	15	16	24	5	15	11
TRCN0000004019	UBE2G2	11	11	10	11	11	11	8	5	9	5
TRCN0000004047	TRIM26	4	4	4	4	3	3	2	1	1	1
TRCN0000004070	USP5	5	5	5	5	4	5	1	1	1	1
TRCN0000004133	UBE2J1	16	17	22	18	18	21	4	6	4	6
TRCN0000004142	RLIM	37	38	53	40	38	38	51	30	52	38
TRCN0000004171	HERC5	18	17	18	20	20	23	3	5	3	3
TRCN0000004173	UFC1	9	11	9	12	11	7	16	7	6	5
TRCN0000004217	RNF43	11	10	5	9	9	11	2	1	31	10
TRCN0000004224	G2E3	24	20	35	24	25	29	4	1	3	2
TRCN0000004237	MAGED1	20	19	18	18	20	16	59	26	35	44
TRCN0000004239	MAGED1	8	9	8	9	8	9	5	6	3	4
TRCN0000004275	CBLC	12	7	13	13	8	12	17	75	47	58
TRCN0000004291	FBXL5	15	15	8	16	16	16	15	12	3	8
TRCN0000004326	FBXW8	30	26	23	27	28	35	20	27	20	31
TRCN0000004352	UHRF1	24	25	24	25	26	28	48	19	55	22
TRCN0000004353	UHRF1	32	33	42	36	34	33	4	6	2	7
TRCN0000004367	USP25	16	15	19	15	15	18	10	12	14	16
TRCN0000004380	UBQLN2	42	48	47	46	43	45	5	2	7	3
TRCN0000004404	UBXN4	18	18	22	19	18	23	7	19	8	2
TRCN0000004416	RNF144A	13	13	17	14	13	14	1	3	1	1
TRCN0000004430	PAN2	7	8	3	5	7	8	1	14	3	2
TRCN0000004461	SCRIB	16	16	18	15	14	16	13	10	4	13
TRCN0000004489	UBASH3A	10	5	13	15	6	14	7	6	25	9
TRCN0000004524	UGGT1	14	14	12	11	11	13	31	25	20	16
TRCN0000004541	NFKBIA	14	14	18	14	13	13	7	17	4	10
TRCN0000004606	HIF3A	18	19	13	12	20	17	35	75	36	40
TRCN0000004609	AKTIP	14	14	16	14	14	17	8	43	7	13
TRCN0000004613	AKTIP	11	10	10	9	10	13	8	4	5	8
TRCN0000004617	PARP12	20	22	19	20	21	21	37	17	15	14
TRCN0000039673	IGF1R	11	12	10	12	11	10	20	13	31	8
TRCN0000010374	MAX	6	5	7	6	5	6	14	8	6	16
TRCN0000010413	PDPK1	34	35	37	38	36	40	6	2	2	3
TRCN0000009827	CHEK1	5	6	12	6	6	5	4	2	2	1
TRCN0000010319	DCC	13	15	15	15	13	16	2	4	1	1
TRCN0000009930	TRPV5	8	8	10	6	6	8	5	6	9	2
TRCN0000009958	DAPK3	7	7	8	8	7	8	34	19	1	11
TRCN0000009967	HCK	3	3	5	4	4	3	8	6	16	6
TRCN0000009975	MAP2K3	10	11	13	6	13	16	2	2	3	3
TRCN0000055429	TXK	41	48	43	42	47	44	15	90	23	12
TRCN0000055430	CAMK1	42	43	31	44	44	33	169	79	51	60
TRCN0000010025	PIK3CB	18	18	23	21	21	19	8	22	19	6
TRCN0000010053	MAPK14	34	34	36	38	35	31	58	38	84	82
TRCN0000010131	PRPS2	11	12	6	10	9	10	9	7	16	14
TRCN0000010136	TK1	16	16	23	14	15	14	46	25	50	56
TRCN0000318729	TK1	10	10	10	10	10	9	6	19	1	4
TRCN0000001810	ACVR1B	15	16	18	14	14	16	21	23	14	11
TRCN0000320507	PAPSS1	20	18	13	19	20	23	6	9	6	4
TRCN0000342338	VRK2	16	17	14	19	18	18	21	3	10	2
TRCN0000010060	GALK1	9	10	10	10	11	11	5	1	1	2
TRCN0000010113	PRKCZ	9	9	8	9	9	8	29	10	4	2
TRCN0000010122	PRPS1	13	11	5	3	12	13	19	20	6	3
TRCN0000280001	STK38	22	20	18	11	25	25	8	1	2	12
TRCN0000342621	HSPB8	8	6	8	4	5	9	2	2	3	1
TRCN0000010234	VRK3	6	5	6	3	6	8	30	11	7	5
TRCN0000010240	LIMK2	15	16	21	18	16	18	9	12	22	17
TRCN0000010271	MAPK7	12	11	9	10	10	10	5	6	2	2
TRCN0000010279	MAPK9	8	9	4	7	7	8	10	16	22	31
TRCN0000000011	SNRNP70	13	13	12	13	13	13	1	1	1	1
TRCN0000000015	SNRNP70	16	13	9	18	15	16	1	1	1	1
TRCN0000000020	DDX3Y	15	16	18	16	17	16	12	12	18	14
TRCN0000000026	DHX8	19	21	25	23	22	21	16	20	27	6
TRCN0000000060	SF3A2	15	16	14	12	16	16	1	1	1	1
TRCN0000000083	SRSF2	10	10	9	5	10	12	2	3	5	2
TRCN0000000131	SRRM1	8	9	10	10	8	8	1	5	3	2
TRCN0000000132	SRRM1	10	9	7	9	9	10	6	1	1	7
TRCN0000000137	CWC27	3	4	6	4	5	4	1	2	2	1
TRCN0000000140	SRSF5	14	14	15	13	13	14	26	5	25	34
TRCN0000000206	PTGER4	17	18	16	15	17	16	19	30	23	13
TRCN0000000211	KCNMA1	13	12	12	13	12	12	17	18	13	8
TRCN0000000218	RAB3B	13	14	17	14	14	13	15	11	16	6
TRCN0000000229	RAD54L	14	13	17	13	15	15	3	2	6	1
TRCN0000000254	MAF	12	13	12	13	13	11	60	56	53	29
TRCN0000000260	PDK3	14	16	16	16	16	16	36	126	5	11
TRCN0000000289	TM4SF1	15	15	12	12	17	17	1	1	6	8
TRCN0000000293	HERC3	15	16	13	12	15	17	10	9	5	14
TRCN0000000323	CENPN	24	23	16	21	23	21	12	12	2	6
TRCN0000000324	CENPN	27	27	32	31	28	28	26	22	55	31
TRCN0000000337	PYCRL	21	21	21	20	20	23	3	1	10	5
TRCN0000000340	PYCRL	13	12	12	14	12	14	156	44	70	31
TRCN0000000357	ACVRL1	15	17	12	13	11	10	25	18	27	11
TRCN0000000380	INSR	9	11	6	11	10	12	6	37	4	4
TRCN0000000402	RET	10	10	10	9	9	9	10	10	21	8
TRCN0000000432	PLCB3	12	12	10	13	12	11	15	59	18	33
TRCN0000000434	PLCB3	8	9	7	9	8	8	4	8	17	8
TRCN0000000452	BMPR1B	14	16	14	13	17	17	21	38	7	5
TRCN0000000494	CDK9	10	11	7	13	12	12	28	10	4	3
TRCN0000000516	DGKG	17	18	30	22	20	18	38	56	57	80
TRCN0000000520	DAPK3	14	13	17	12	11	12	4	6	37	37
TRCN0000000551	IRAK2	12	13	16	13	14	12	8	11	8	4
TRCN0000000564	AKT2	14	11	8	5	11	14	6	14	5	49
TRCN0000000567	ARAF	19	18	8	6	21	21	40	64	55	45
TRCN0000000579	CAMK4	28	31	35	35	30	26	46	42	44	94
TRCN0000000593	CDK7	14	14	20	18	16	17	3	1	1	1
TRCN0000000633	FLT1	5	5	4	6	6	5	14	7	6	15
TRCN0000000663	CDC42BPA	86	90	75	94	93	52	16	5	4	12
TRCN0000000682	MAPKAPK5	15	16	12	20	17	16	13	2	1	6
TRCN0000000696	STK16	15	16	17	17	18	17	12	8	6	8
TRCN0000000717	CPNE3	12	14	18	14	13	13	8	4	10	8
TRCN0000000724	CDKL2	10	10	15	13	12	12	4	4	4	4
TRCN0000000728	CDKL2	13	12	9	12	11	16	14	16	7	11
TRCN0000000790	BCR	11	10	7	3	11	13	3	4	2	2
TRCN0000000801	BUB1	17	20	18	17	16	16	7	1	2	2
TRCN0000000827	MAPK13	17	17	15	17	18	22	34	9	24	14
TRCN0000000898	SLK	10	12	6	12	12	13	14	18	27	3
TRCN0000000906	NEDD4L	18	17	18	20	19	21	29	59	35	24
TRCN0000000926	RNASEL	18	17	21	18	17	21	77	17	72	44
TRCN0000000943	MAPK9	12	11	17	14	12	15	23	2	6	8
TRCN0000000969	ILK	15	14	9	16	16	16	10	4	1	9
TRCN0000001020	MAPK10	23	24	28	26	25	21	43	65	27	25
TRCN0000001043	EGLN1	8	6	7	10	8	8	10	1	6	5
TRCN0000001044	EGLN1	13	13	14	14	13	11	1	1	3	5
TRCN0000001067	RAF1	16	16	20	18	19	18	15	4	16	15
TRCN0000001090	NOVA1	13	12	17	12	12	11	14	2	5	5
TRCN0000001096	SRSF1	12	13	6	11	11	9	3	1	1	1
TRCN0000001128	DDX5	13	13	11	12	11	12	1	2	5	2
TRCN0000001154	USP39	11	8	15	14	10	12	1	1	1	1
TRCN0000001164	U2AF2	14	15	17	16	15	14	1	1	1	1
TRCN0000001177	DDX46	16	17	37	18	18	17	1	1	4	4
TRCN0000001211	DHX9	11	11	6	3	9	10	9	7	4	4
TRCN0000001228	SRPK1	15	15	16	15	14	15	19	32	47	35
TRCN0000001233	HNRNPF	15	15	11	12	14	17	10	6	12	3
TRCN0000001235	HNRNPF	13	14	17	16	14	13	2	3	1	1
TRCN0000001269	DDX41	12	12	16	6	12	11	37	4	2	6
TRCN0000001285	ELP4	23	23	29	27	26	26	10	7	24	19
TRCN0000001304	THOC3	18	17	18	18	21	21	11	6	5	3
TRCN0000001307	SREK1	15	15	12	14	14	14	99	34	26	66
